Product_name,Brand,Rating,No_Rating,key_benefits_list
SBL Berberis Vulgaris Mother Tincture Q,SBL Pvt Ltd,4.6,690 Ratings,"['Effective for kidney stones and pains associated with it', 'Aids in reducing arthritic pains in legs beginning from the back', 'Helps in relieving inflammation and pain in the gallbladder', 'Acts as a natural pain reliever and helps in soothing deep pains, especially those associated with renal calculi', 'Useful in skin-related ailments such as warts and pustules, which are commonly accompanied by itching of the skin', 'Known to be beneficial for reducing constipation and diarrhoea', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Store in a cool and dry place, away from direct sunlight and heat', 'Avoid any strong smell in the mouth, such as coffee, onion, hing, mint, camphor, garlic etc., while taking the medicine', 'Keep at least half an hour gap between food/drink/ any other medicines and allopathic medicine']"
Dr. Reckeweg R40 Diabetes Drop Homeopathic Medicine,Dr Reckeweg & Co,4.5,437 Ratings,"['Acidum Phosphoricum, Arsenicum Album, Lycopodium, Natrium Sulfuricum, Phaseolus Nanus, Secale Cornutum, Uranium Nitricum', 'Acidum phosphoricum can help with thirst, sexual impotence, and psychic depression', 'Arsenicum album helps relieve weakness and progressive exhaustion', 'Phaseolus nanus is beneficial for sugar in urine and irregular cardiac action', 'Secale cornutum eases thirst, prickles and paresthesia', 'As a prolonged cure, 10-15 drops with a bit of water before meals three times daily', 'After some improvement, reduce the dose to twice daily', 'Do not exceed the recommended dosage', 'Read the label carefully before use', 'Store in a cool, dry place away from direct sunlight', 'Keep out of reach of children']"
SBL Kali Phosphoricum Biochemic Tablet 6X,SBL Pvt Ltd,4.6,933 Ratings,"['This formulation helps reduce paralytic lameness in the back and extremities', 'It helps to restore the weakness and dullness in children due to improper nutrition', 'Regular consumption aids in relieving constipation with difficulty in passage of stools', 'These tablets help manage night terrors in children who suffer from enuresis (bedwetting) and bleeding from the urethra', 'It helps manage muscle weakness, anxiety, depression and chronic fatigue', 'This homoeopathic medicine helps increase stamina both physically and mentally', 'It helps to increase the blood flow during menses', 'Assists in managing severe skin conditions and irritations', 'For adults, 4 tablets 3-4 times a day', 'For children, half of the adult dose or as prescribed by a physician', 'Read the label carefully before use', 'Store in a cool and dry place, away from sunlight', 'Keep out of reach of children', ""Don't exceed the recommended dosage"", 'Use under medical supervision', 'Avoid any strong smell in the mouth, such as coffee, onion, hing, mint, camphor, garlic etc., while taking medicine', 'Avoid eating tobacco or drinking alcohol during the course']"
Bjain Omeo Mouth Ulcer Tablet,Bjain Pharmaceuticals Pvt Ltd,4.4,49 Ratings,[]
Dr Willmar Schwabe Germany Cineraria Maritima Schwabe Eye Drop Alcohol Free,Dr Willmar Schwabe India Pvt Ltd,4.5,75 Ratings,"['The eye drop is an alcohol-free formulation', 'It helps in managing the opacity of vision and dry eyes', 'Regular use helps in managing computer vision syndrome', 'Read the label carefully before use', 'Store in a cool and dry place, away from sunlight', 'Keep out of reach of children']"
SBL Calcarea Fluorica Biochemic Tablet 6X,SBL Pvt Ltd,4.5,951 Ratings,"['It is primarily used for the management of varicose veins and various skin conditions', 'It relieves symptoms associated with cracking of joints and pain', 'It reduces swelling on the bones and varicose veins and manages inflammation of the testicles', 'It is also helpful in reducing the inflammation of thyroid glands', 'It relives conditions such as severely dry skin that causes itchiness', 'It is helpful in the reduction of dental cavities and bleeding gums', 'It prevents the attack of toxins on the heart and blood vessels', 'Put the tablet into the mouth and allow it to dissolve completely', 'For adults and adolescents, take 2-4 tablets, 4 times a day', 'For children under 12 years, take 2 tablets a day', 'Do not exceed the recommended dosage', 'Read the label carefully before use', 'Store in a cool, dry place away from direct sunlight', 'Keep out of reach of children', 'Avoid any strong smell in the mouth, such as coffee, onion, hing, mint, camphor, garlic etc., while taking medicine', 'Keep at least half an hour gap between food/drink/ any other medicines and allopathic medicine']"
Bakson's Rheum Aid Tablet,Bakson's Homeopathy,4.6,142 Ratings,"['Calcarea phos', 'Ferrum phos', 'Kali. phos', 'Natrum phos', 'Magnesium phos', 'Berberis vulg', 'Causticum', 'Rhododendron chrys', 'Rhus tox', ""Bakson's Rheum Aid Tablets are effective against joint pains, muscular weakness, and fatigue. Tones up the musculoskeletal system"", 'Considered one of the best tablets for joint pain, Rheum aid tablets are used to tone up the musculoskeletal system', 'These bone health tablets accelerate the healing process of a fracture or any other bones related injury', 'Provides strength to arteries and deals with lack of blood corpuscles as in anaemia', 'Also used to relieve cramps in the thighs, calves, and soles', 'Helps in relieving symptoms of depression, and anxiety and in mitigating painful migraine and headache', 'Its homoeopathic composition makes it safe to use and it doesn’t trigger any side effects', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Store in a cool, dry place away from direct sunlight']"
Dynamic Homeopathy Dynamic 52 Entrodyn Dilution,Dynamic Agencies,4.6,142 Ratings,"['Nux Vomica', 'Holarrhena Antidysentrica (Kurchi)', 'Embelia Ribes', 'Aegle Marmelos', 'Atista Indica', 'Ferrum Phosphoricum', 'Kali Muriaticum', 'Kali Phosphoricum', 'Calcarea Phosphoricum', 'Kali Sulphuricum', 'Natrum Sulphuricum', 'It is a homoeopathic remedy that helps increase vitality and stamina', 'It improves lubrication and mobility', 'It helps in blood circulation and promotes better performance', 'Take 20 drops in the morning and 20 drops in the evening in ½ glass of water half an hour before meals or as advised by your physician', 'Read the product label carefully before use', 'Store in a cool and dry place away from direct sunlight', 'Keep out of reach of children', 'Consult a doctor before taking any supplement', 'Do not exceed the recommended dosage', 'Pregnant or nursing mothers, children, and people with medical conditions must consult a physician before taking this supplement']"
SBL Arnica Montana Dilution 200 CH,SBL Pvt Ltd,4.6,1681 Ratings,"['The dilution can help reduce pain in the head', 'It may alleviate the heaviness of eyes', 'It can minimise burning and heat of the head with cold spots on the forehead', 'It might be useful in promoting the growth of hair', 'It can help reduce soreness of gums after teeth extraction', 'It may aid in reducing red, an inflamed eye with pain and discharge from the eyes', 'It alleviates burning in the nose with difficulty in breathing', 'It helps reduce shooting pain in and around the ear after injury', 'It can help improve burning in the throat with uneasiness and sore feeling', 'Do not exceed the recommended dosage', 'Read the label carefully before use', 'Store in a cool dry place away from direct sunlight', 'Keep out of reach of children', 'Avoid any strong smell in the mouth such as coffee, onion, hing, mint, camphor, garlic etc. while taking the medicine', 'Keep at least half an hour gap between food/drink/ any other medicines and allopathic medicine']"
Dr. Reckeweg R5 Stomach and Digestion Drop,Dr Reckeweg & Co,4.5,538 Ratings,"['Anacardium, Argentum nitricum, Arsenicum album, Belladona, Carbo vegetabilis, Chamomilla', 'Eliminates belching and a foul taste in the mouth', 'Relieves burning pain in the stomach with vomiting', 'Beneficial for gastro-intestinal disorders and liver and bile function', 'Helps improve lack of appetite, constipation and flatulent colic', 'Do not exceed the recommended dosage', 'Read the label carefully before use', 'Store in a cool, dry place away from direct sunlight', 'Keep out of reach of children']"
SBL Syzygium Jambolanum Mother Tincture Q,SBL Pvt Ltd,4.6,810 Ratings,"['It helps regulate and monitor high blood sugar levels', 'Aids in reducing raised blood sugar levels', 'Useful for skin conditions like ulcers and red papules', 'Reduces stomach discomforts like indigestion and diarrhoea', 'Helpful for symptoms related to high blood sugar levels, like an excessive urge to urinate and increased appetite and thirst', 'Reduces weakness and fatigue associated with the increased blood sugar level', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children', 'Store in a cool and dry place, away from direct sunlight and heat', 'Avoid any strong smell in the mouth, such as coffee, onion, hing, mint, camphor, garlic etc., while taking the medicine', 'Keep at least half an hour gap between food/drink/ any other medicines and allopathic medicine']"
Dr. Reckeweg R25 Prostatitis Drop,Dr Reckeweg & Co,4.5,447 Ratings,"['Chimaphila umbellata, Clematis, Conium, Ferrum picrinicum, Pareira brava, Populus tremul.', 'Relieves sharp pain when urinating and frequent urge to urinate at night', 'Improves urinary incontinency and long waiting until final emission', 'Provides relief from pain in the groins and abdomen', 'Useful for bladder calculi, catarrh, and gravel in urine', 'Do not exceed the recommended dosage', 'Read the label carefully before use', 'Store in a cool, dry place away from direct sunlight', 'Keep out of reach of children']"
Dr Batra's Homeo+ Immunity Medicine Oral Drops (30ml Each),Dr Batra Positive Health Products Limited,4.5,447 Ratings,"['Echinacea', 'Aconitum Nappelus', 'Sambucus Nigra', 'Baptisia Tinctoria', 'Thuja', 'Echinacea helps to increase white blood cells, which help in fighting infections and builds the immune system', 'Help fight bacterial and viral infections', 'Aconitum Nappelus helps those who become ill after a cold and cough', 'Helps to improve immunity and acts as an anti-septic', 'Thuja acts on the lymphatic\xa0 system and swollen glands', 'It is safe, scientific and long-lasting', 'Read the label carefully before use', 'Keep out of reach of the children', 'Store in a cool dry place']"
SBL Berberis Aquifolium Gel,SBL Pvt Ltd,4.3,711 Ratings,"['Berberisaquifolium', 'Sandalwood', 'Turmeric', 'Improves complexion where the skin is dark or has scars due to acne', 'Effective for dry skin, acne, pimples, skin darkening', 'Attains fair, clear and glowing skin', 'Removes dark circles', 'Helps in blotches, brown spots and pimples', 'Softens the skin', 'Useful for dry eczema and psoriasis', 'Provide relief from eruptions with pus', 'Cures scars and pigmentation', 'Wash face with water', 'Apply on the affected areatwice a day by massaging in the circular manner till it gets penetrate', 'Read the label carefully before use', 'Do not exceed the recommended dose', 'Keep out of the reach of children']"
SBL Tonicard Gold Drop Homeopathic Medicine,SBL Pvt Ltd,4.7,643 Ratings,"['It is a cardiac tonic that provides natural cardio glycosides and thus tones up heart muscles', 'It improves coronary and peripheral circulation, relieves breathlessness, palpitation, tachycardia and halts the pace of thinning of arteries', 'It improves the overall physiological functions of the cardiovascular system', 'It increases the contractile power of all striped muscles', 'It acts on the heart, increasing the systole and diminishing the rapidity', 'Do not exceed the recommended dosage', 'Read the label carefully before use', 'Store in a cool, dry place away from direct sunlight', 'Keep out of reach of children', 'Avoid any strong smell in the mouth, such as coffee, onion, hing, mint, camphor, garlic etc., while taking medicine', 'Keep at least half an hour gap between food/drink/ any other medicines and allopathic medicine']"
